date,item_name,category,price_rs,units_sold,day_of_week,month,day_of_month,is_saturday,festival_name,festival_effect,is_monsoon,thermal_index,promo_active,days_since_open
2025-02-03,Chocolate Cake Slice,food_bakery,160,12,0,2,3,0,none,none,0,0.9471,0,2
2025-02-03,Croissant,food_bakery,140,11,0,2,3,0,none,none,0,0.9471,0,2
2025-02-04,Milk Tea (Dudh Chiya),beverage_hot,40,124,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Masala Chiya,beverage_hot,50,67,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Black Tea (Kalo Chiya),beverage_hot,30,29,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Americano,beverage_hot,150,32,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Cappuccino,beverage_hot,190,48,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Cafe Latte,beverage_hot,200,48,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Hot Chocolate,beverage_hot,180,24,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Cold Coffee,beverage_cold,220,44,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Iced Americano,beverage_cold,180,36,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Lassi,beverage_cold,120,32,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Fresh Lime Soda,beverage_cold,100,38,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Veg Momo,food_main,160,53,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Buff Momo,food_main,180,60,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Chicken Chowmein,food_main,190,36,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Veg Thukpa,food_main,170,20,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Club Sandwich,food_main,250,21,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Chicken Burger,food_main,280,18,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,French Fries,food_snack,130,27,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Samosa,food_snack,40,32,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Chocolate Cake Slice,food_bakery,160,19,1,2,4,0,none,none,0,0.9414,0,3
2025-02-04,Croissant,food_bakery,140,10,1,2,4,0,none,none,0,0.9414,0,3
2025-02-05,Milk Tea (Dudh Chiya),beverage_hot,40,132,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Masala Chiya,beverage_hot,50,75,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Black Tea (Kalo Chiya),beverage_hot,30,43,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Americano,beverage_hot,150,44,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Cappuccino,beverage_hot,190,35,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Cafe Latte,beverage_hot,200,48,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Hot Chocolate,beverage_hot,180,30,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Cold Coffee,beverage_cold,220,50,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Iced Americano,beverage_cold,180,36,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Lassi,beverage_cold,120,35,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Fresh Lime Soda,beverage_cold,100,39,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Veg Momo,food_main,160,56,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Buff Momo,food_main,180,64,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Chicken Chowmein,food_main,190,45,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Veg Thukpa,food_main,170,21,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Club Sandwich,food_main,250,27,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Chicken Burger,food_main,280,28,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,French Fries,food_snack,130,34,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Samosa,food_snack,40,34,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Chocolate Cake Slice,food_bakery,160,12,2,2,5,0,none,none,0,0.9355,0,4
2025-02-05,Croissant,food_bakery,140,13,2,2,5,0,none,none,0,0.9355,0,4
2025-02-06,Milk Tea (Dudh Chiya),beverage_hot,40,132,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Masala Chiya,beverage_hot,50,95,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Black Tea (Kalo Chiya),beverage_hot,30,35,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Americano,beverage_hot,150,59,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Cappuccino,beverage_hot,190,53,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Cafe Latte,beverage_hot,200,47,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Hot Chocolate,beverage_hot,180,33,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Cold Coffee,beverage_cold,220,38,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Iced Americano,beverage_cold,180,44,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Lassi,beverage_cold,120,36,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Fresh Lime Soda,beverage_cold,100,36,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Veg Momo,food_main,160,89,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Buff Momo,food_main,180,76,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Chicken Chowmein,food_main,190,62,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Veg Thukpa,food_main,170,31,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Club Sandwich,food_main,250,27,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Chicken Burger,food_main,280,32,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,French Fries,food_snack,130,46,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Samosa,food_snack,40,34,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Chocolate Cake Slice,food_bakery,160,24,3,2,6,0,none,none,0,0.9292,0,5
2025-02-06,Croissant,food_bakery,140,13,3,2,6,0,none,none,0,0.9292,0,5
2025-02-07,Milk Tea (Dudh Chiya),beverage_hot,40,170,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Masala Chiya,beverage_hot,50,97,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Black Tea (Kalo Chiya),beverage_hot,30,54,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Americano,beverage_hot,150,44,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Cappuccino,beverage_hot,190,64,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Cafe Latte,beverage_hot,200,60,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Hot Chocolate,beverage_hot,180,36,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Cold Coffee,beverage_cold,220,63,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Iced Americano,beverage_cold,180,28,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Lassi,beverage_cold,120,39,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Fresh Lime Soda,beverage_cold,100,33,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Veg Momo,food_main,160,55,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Buff Momo,food_main,180,69,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Chicken Chowmein,food_main,190,44,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Veg Thukpa,food_main,170,23,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Club Sandwich,food_main,250,18,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Chicken Burger,food_main,280,32,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,French Fries,food_snack,130,41,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Samosa,food_snack,40,39,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Chocolate Cake Slice,food_bakery,160,21,4,2,7,0,none,none,0,0.9227,0,6
2025-02-07,Croissant,food_bakery,140,16,4,2,7,0,none,none,0,0.9227,0,6
2025-02-08,Milk Tea (Dudh Chiya),beverage_hot,40,168,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Masala Chiya,beverage_hot,50,134,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Black Tea (Kalo Chiya),beverage_hot,30,47,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Americano,beverage_hot,150,63,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Cappuccino,beverage_hot,190,90,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Cafe Latte,beverage_hot,200,70,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Hot Chocolate,beverage_hot,180,39,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Cold Coffee,beverage_cold,220,66,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Iced Americano,beverage_cold,180,40,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Lassi,beverage_cold,120,51,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Fresh Lime Soda,beverage_cold,100,62,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Veg Momo,food_main,160,70,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Buff Momo,food_main,180,92,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Chicken Chowmein,food_main,190,69,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Veg Thukpa,food_main,170,39,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Club Sandwich,food_main,250,32,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Chicken Burger,food_main,280,30,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,French Fries,food_snack,130,61,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Samosa,food_snack,40,55,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Chocolate Cake Slice,food_bakery,160,22,5,2,8,1,none,none,0,0.916,0,7
2025-02-08,Croissant,food_bakery,140,19,5,2,8,1,none,none,0,0.916,0,7
2025-02-09,Milk Tea (Dudh Chiya),beverage_hot,40,91,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Masala Chiya,beverage_hot,50,79,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Black Tea (Kalo Chiya),beverage_hot,30,20,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Americano,beverage_hot,150,34,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Cappuccino,beverage_hot,190,35,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Cafe Latte,beverage_hot,200,42,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Hot Chocolate,beverage_hot,180,23,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Cold Coffee,beverage_cold,220,31,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Iced Americano,beverage_cold,180,24,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Lassi,beverage_cold,120,24,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Fresh Lime Soda,beverage_cold,100,32,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Veg Momo,food_main,160,50,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Buff Momo,food_main,180,56,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Chicken Chowmein,food_main,190,31,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Veg Thukpa,food_main,170,23,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Club Sandwich,food_main,250,21,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Chicken Burger,food_main,280,17,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,French Fries,food_snack,130,29,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Samosa,food_snack,40,23,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Chocolate Cake Slice,food_bakery,160,9,6,2,9,0,none,none,0,0.9089,0,8
2025-02-09,Croissant,food_bakery,140,9,6,2,9,0,none,none,0,0.9089,0,8
2025-02-10,Milk Tea (Dudh Chiya),beverage_hot,40,104,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Masala Chiya,beverage_hot,50,92,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Black Tea (Kalo Chiya),beverage_hot,30,29,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Americano,beverage_hot,150,27,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Cappuccino,beverage_hot,190,35,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Cafe Latte,beverage_hot,200,35,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Hot Chocolate,beverage_hot,180,20,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Cold Coffee,beverage_cold,220,30,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Iced Americano,beverage_cold,180,32,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Lassi,beverage_cold,120,33,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Fresh Lime Soda,beverage_cold,100,29,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Veg Momo,food_main,160,39,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Buff Momo,food_main,180,58,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Chicken Chowmein,food_main,190,22,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Veg Thukpa,food_main,170,18,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Club Sandwich,food_main,250,25,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Chicken Burger,food_main,280,24,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,French Fries,food_snack,130,31,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Samosa,food_snack,40,18,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Chocolate Cake Slice,food_bakery,160,13,0,2,10,0,none,none,0,0.9016,0,9
2025-02-10,Croissant,food_bakery,140,6,0,2,10,0,none,none,0,0.9016,0,9
2025-02-11,Milk Tea (Dudh Chiya),beverage_hot,40,154,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Masala Chiya,beverage_hot,50,82,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Black Tea (Kalo Chiya),beverage_hot,30,36,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Americano,beverage_hot,150,40,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Cappuccino,beverage_hot,190,34,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Cafe Latte,beverage_hot,200,45,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Hot Chocolate,beverage_hot,180,17,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Cold Coffee,beverage_cold,220,39,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Iced Americano,beverage_cold,180,33,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Lassi,beverage_cold,120,42,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Fresh Lime Soda,beverage_cold,100,24,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Veg Momo,food_main,160,60,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Buff Momo,food_main,180,68,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Chicken Chowmein,food_main,190,44,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Veg Thukpa,food_main,170,19,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Club Sandwich,food_main,250,33,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Chicken Burger,food_main,280,20,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,French Fries,food_snack,130,35,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Samosa,food_snack,40,32,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Chocolate Cake Slice,food_bakery,160,14,1,2,11,0,none,none,0,0.8941,0,10
2025-02-11,Croissant,food_bakery,140,9,1,2,11,0,none,none,0,0.8941,0,10
2025-02-12,Milk Tea (Dudh Chiya),beverage_hot,40,110,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Masala Chiya,beverage_hot,50,69,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Black Tea (Kalo Chiya),beverage_hot,30,29,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Americano,beverage_hot,150,47,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Cappuccino,beverage_hot,190,57,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Cafe Latte,beverage_hot,200,41,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Hot Chocolate,beverage_hot,180,28,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Cold Coffee,beverage_cold,220,41,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Iced Americano,beverage_cold,180,32,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Lassi,beverage_cold,120,40,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Fresh Lime Soda,beverage_cold,100,39,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Veg Momo,food_main,160,56,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Buff Momo,food_main,180,60,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Chicken Chowmein,food_main,190,45,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Veg Thukpa,food_main,170,25,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Club Sandwich,food_main,250,24,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Chicken Burger,food_main,280,16,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,French Fries,food_snack,130,36,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Samosa,food_snack,40,31,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Chocolate Cake Slice,food_bakery,160,12,2,2,12,0,none,none,0,0.8862,0,11
2025-02-12,Croissant,food_bakery,140,13,2,2,12,0,none,none,0,0.8862,0,11
2025-02-13,Milk Tea (Dudh Chiya),beverage_hot,40,110,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Masala Chiya,beverage_hot,50,70,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Black Tea (Kalo Chiya),beverage_hot,30,30,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Americano,beverage_hot,150,37,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Cappuccino,beverage_hot,190,44,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Cafe Latte,beverage_hot,200,38,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Hot Chocolate,beverage_hot,180,19,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Cold Coffee,beverage_cold,220,22,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Iced Americano,beverage_cold,180,32,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Lassi,beverage_cold,120,26,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Fresh Lime Soda,beverage_cold,100,31,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Veg Momo,food_main,160,36,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Buff Momo,food_main,180,51,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Chicken Chowmein,food_main,190,28,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Veg Thukpa,food_main,170,24,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Club Sandwich,food_main,250,20,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Chicken Burger,food_main,280,19,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,French Fries,food_snack,130,34,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Samosa,food_snack,40,34,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Chocolate Cake Slice,food_bakery,160,19,3,2,13,0,none,none,0,0.8781,0,12
2025-02-13,Croissant,food_bakery,140,11,3,2,13,0,none,none,0,0.8781,0,12
2025-02-14,Milk Tea (Dudh Chiya),beverage_hot,40,172,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Masala Chiya,beverage_hot,50,107,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Black Tea (Kalo Chiya),beverage_hot,30,38,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Americano,beverage_hot,150,42,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Cappuccino,beverage_hot,190,58,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Cafe Latte,beverage_hot,200,53,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Hot Chocolate,beverage_hot,180,32,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Cold Coffee,beverage_cold,220,42,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Iced Americano,beverage_cold,180,41,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Lassi,beverage_cold,120,46,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Fresh Lime Soda,beverage_cold,100,53,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Veg Momo,food_main,160,59,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Buff Momo,food_main,180,72,4,2,14,0,none,none,0,0.8698,0,13
2025-02-14,Chicken Chowmein,food_main,190,36,4,2,14,0,none,none,0,0.8698,0,13
